dream_id,dream_keyword,left
158,ดัดผม,ฝันว่าได้ดัดผมหรือตัดผมตัวเองแปลงโฉมใหม่ ทายว่าจะได้รับข่าวร้ายจากญาติมิตรที่อยู่ไกล
160,โดม,ฝันเห็นยอดตึกสูงเป็นรูปหลังคากลม หรือยอดสูงเป็นรูปโดม ทายว่า จะได้รับข่าวดี หรือโชคลาภในทางการงานและ
152,ไฟไหม้,ฝันว่าเดินไปถึงที่เกิดไฟไหม้ หรือฝันเห็นบ้านไฟไหม้ ทายว่า จะมีเคราะห์เล็กๆ น้อยๆ แต่จะผ่านพ้นไปโดยไม
156,ดนตรี,ฝันว่าได้ยินเสียงดนตรีครึกครื้นอยู่ หรือคนบรรเลงดนตรีอยู่แต่ไกล หรือฝันว่าได้เห็นเครื่องดนตรีตั้งเป็
157,ดื่มน้ำ,ฝันว่าดื่มน้ำหรือดื่มเหล้า เป็นการดับกระหายทายว่า จะพ้นจากโรคภัยไข้เจ็บ หรือหนี้สินต่าง ๆ จะเบาบางลง
159,ดู,ฝันว่าได้ดูหนังละคร หรือดูการละเล่นต่างๆ ทายว่า จะได้รับข่าวร้ายจากญาติมิตรที่อยู่ไกล
161,ดึก,ฝันว่าเวลาล่วงเที่ยงคืน หรือยามตีสี่ตีห้า ทายว่า ของที่หายไปจะได้กลับคืน หรือคนรักที่จากไปจะกลับมาคื
162,แดง,ฝันเห็นผ้าห่มแดง ซองจดหมายสีแดง หรือแผ่นกระดาษสีแดง ถ้าได้จับต้อง ทายว่า จะได้รับเคราะห์ มีศัตรูคิดป
163,ดีใจ,ฝันที่ทำให้ดีใจ หรือหัวเราะสนุกสนานครื้นเครงดีใจ ในการได้รับของ ทำนายว่า มักจะเป็นเรื่องร้าย ตรงข้าม
164,เต่า,หญิงชายใดฝันเห็นเต่า หรือได้จับตัวเต่าหรือตะพาบน้ำ ทายว่า จะได้ลาภสัตว์ 4 เท้า 2 เท้าในระยะอันใกล้นี
233,ทอดแห,ฝันว่าทอดแหได้ปลาเล็กปลาน้อย หรือได้แต่ปลาตัวเล็กมาก ทายว่า ดวงไม่ดี อย่าเจรจาลงทุนขยายธุรกิจในช่วงน
23,เกี่ยวข้าว,ฝันว่าได้ไปเกี่ยวหรือเก็บข้าวในนา หรือฝันเห็นชาวนา กำลังเกี่ยวข้าวอยู่ในนา ในทุ่งนา ทำนายว่า การที่ค
166,ตกปลา,ฝันว่าได้ตกปลาและปลาติดเบ็ดขึ้นมา ทายว่า จะได้ลาภจากการเสี่ยงโชคเล็ก ๆ น้อย ๆ
168,เห็นตัวเราฝันตาย,ทายว่า จะได้รับการมัวหมองจากหน้าที่การงาน หรือได้รับการนินทาไปในทางเสื่อมเสีย
169,ตาย,ฝันเห็นคนตาย ทายว่า จะได้ลาภหรือหมดเคราะห์ ถ้าฝันว่าตนเองตาย จะหมดเคราะห์ และจะได้ลาภติดตามมา
171,ตำรวจ,ฝันเห็นคนแต่งเครื่องแบบตำรวจหรือเห็นตำรวจตั้งป้อมจับคนร้ายในฝัน ทายว่าจะหมดเคราะห์หรือมีการย้ายถิ่นฐ
173,ตะราง,ฝันเห็นตะรางที่คุมขัง หรือฝันเห็นเหล็กลูกกรงทำเป็นตะรางหน้าบ้าน ทายว่า จะได้รับเคราะห์ทางเจ็บไข้ได้ป
176,ตะเพียน,ฝันว่า ได้จับปลาตะเพียน จะได้ตำแหน่งหน้าที่การงานดีขึ้น มีคนนิยมชมชื่น ถ้าทำมาค้าขายจะเจริญรุ่งเรือง
170,ต้นไม้,ฝันเห็นต้นไม้เขียวชอุ่ม หรือฝันว่าได้ปีนป่ายขึ้นไปบนต้นไม้อย่างปลอดภัย ทายว่า จะได้เลื่อนตำแหน่งหน้า
172,ตาชั่ง,ฝันเห็นตาชั่งน้ำหนัก หรือเครื่องชั่งน้ำหนัก ทายว่า จะเดือดเนื้อร้อนใจในทางถ้อยคดี หรือทะเลาะวิวาทแต่
174,ศพ,ฝันเห็นศพที่มีน้ำเหลืองท่วมผ้าขาวหรือมีกลิ่นเหม็นอืดอาด ทายว่า จะได้ลาภจากคนตาย หรือได้รับมรดก
175,ต่อสู้,ฝันว่ากำลังต่อสู้กับคนร้ายหรือคู่วิวาทหรือสัตว์ร้ายยังไม่รู้แพ้รู้ชนะ ทายว่า จะมีศัตรูคิดปองร้าย แต่
179,เตาไฟ,ฝันเห็นเตาไฟมีถ่านไฟแดง ทายว่า จะมีเคราะห์มีเหตุเกิดขึ้นภายในบ้าน หรือภายในครอบครัว ถ้าฝันเห็นเตาไฟด
180,เตาไฟดับ,ทายว่า จะได้สัตว์เลี้ยงมีคนเข้ามาอยู่ในบ้าน
181,ตะโพน,ผมเห็นตะโพน หรือกลองสองหน้า หรือฝันว่าได้ตะโพนทายว่า จะได้รับยศและชื่อเสียงในหน้าที่การงานและการเงิน
182,ตะปู,ฝันว่าถูกตะปู หรือของมีคมตำเท้าจึงเลือดออก ทายว่า จะหมดเคราะห์หายทุกข์จะมีผู้ช่วยเหลือ
43,คนตาย,ฝันเห็นคนตายหรือศพ ส่งกลิ่นเหม็น ทายว่า จะได้ลาภจากเสี่ยงโชคหรือโชคลาภทางค้าขายและหน้าที่การงาน ถ้าฝ
115,ช้าง,ฝันเห็นช้างเหยาะย่าง ทำนายว่าจะได้รับโชคลาภจากผู้ใหญ่ภายในไม่กี่วัน ถ้าฝันว่าขี่ช้างหรือได้ลูบคลำตัว
185,ตกน้ำ,ฝันว่าน้ำไหลจากภูเขามาในบ้าน หรือฝันว่าได้อาบน้ำในบ่อน้ำ มีผู้คนมากมายเล่นน้ำสนุกสนาน ทายว่าจะได้รับ
186,ตลาด,ฝันว่าไปในตลาดที่มีผู้คนขวักไขว่ หรือฝันว่าตนได้ค้าขายในตลาดสด ทายว่า จะได้รับโชคลาภจากการค้าขาย หรื
193,แตระ,ฝันเห็นแตระ หรือได้เป่าแตระ ทายว่าจะได้รับเคราะห์เพราะปากของตนเอง หรือได้รับการเจ็บป่วย
194,ไต่เขา,ฝันว่าตนเองไต่เขาหรือปีนขึ้นไปบนเขา ทำนายว่า จะหมดทุกข์หรือหมดเคราะห์ ถ้าฝันนี้ล้มจะผ่อนคลายเบาบางลง
195,แตกร้าว,ฝันว่ากระจกส่องหน้าแตกร้าว หรือเครื่องแก้วแตก ทายว่า ชีวิตในครอบครัวจะระทดระทวยและแตกแยกกัน หรือกิจก
187,ต้นไทร,ฝันเห็นต้นไทรใหญ่แผ่ใบพฤกษ์ หรือได้ย้ายต้นไทรใหญ่ปลูกหน้าบ้าน ทายว่าจะได้ลาภอันพึงพอใจ
189,ตาลปัตร,ฝันเห็นตาลปัตรที่พระถือ หรือได้เอาตาลปัตรกางกั้นตน ทายว่า จะได้รับชื่อเสียงในทางดีงาม หรือได้เลื่อนต
190,โต๊ะ,ฝันเห็นโต๊ะ หรือเตียง หรือเก้าอี้นั่ง ทายว่าจะได้รับการโยกย้ายหรือเปลี่ยนแปลงหน้าที่การทำงานหรือทางค
191,แต่งงาน,ฝันเห็นการแต่งงาน หรือได้เข้าสู่พิธีแต่งงาน ทายว่าจะได้รับเคราะห์หนัก หรือเจ็บไข้ได้ป่วยถึงล้มหมอนนอ
192,แต่งตัว,ฝันว่าได้แต่งตัว หรือแต่งเสื้อผ้าอาภรณ์ใหม่ ทายว่า ถ้าเป็นหญิงแต่งงานแล้วจะได้บุตรน่ารัก ถ้าเป็นชายโ
196,ต่างหู,ฝันเห็นต่างหู หรือซื้อต่างหู เป็นคนมีวาสนา เสียสละมาก ถ้าฝันว่าได้สวมสร้อยหรือได้รับเครื่องประดับ ทา
197,เต้นรำ,ฝันว่าได้เต้นรำด้วยตนเองกับเพศตรงข้าม ถ้าเป็นหญิงจะได้ลาภทางการเป็นนายหน้า ถ้าเป็นชายหรือนายจ้างจะได
631,อาวุธ (ดูคำว่า 'ศัสตราวุธ' อีกหน้า 8),""
2,กางเขน (นก),ฝันเห็นนกกางเขน นกพิราบ หรือนกต่าง ๆ ทายว่า จะต้องพพลัดพรากจากที่อยู่อาศัย หรือมีอันให้เดินทางไกล หร
9,กาสาวพัสตร์ (ผ้าเหลือง),ฝันเห็นผ้าไตรจีวร แต่ไม่เห็นองค์พระ ทายว่า ถ้ามีครอบครัวแล้วจะได้บุตรชาย หรือได้ลาภเป็นของมีค่า เป็น
199,ตุ๊กตา,ฝันเห็นตุ๊กตา หรือได้อุ้มตุ๊กตาน่ารัก ถ้าเป็นหญิงทายว่าจะได้ลาภเป็นข้าวของหรือสัตว์เลี้ยง ถ้าเป็นชาย
205,ถุงเงิน,ฝันเห็นถุงเงิน หรือได้จับถุงเงิน เป็นนิมิตบอกเหตุตรงข้าม ถ้าเป็นหญิงมีครรภ์จะได้บุตรชายมีวาสนาดี ถ้า
211,ถล่ม,ฝันเห็นภูเขา หรือตึกถล่มบ้านช่องถล่มลง ทายว่างานที่เริ่มริเริ่มนั้นจะล้มเหลว หรือมีการโยกย้ายหน้าที่
202,ตบมือ,ฝันว่าตนเองตบมือ ในทำนองชอบอกชอบใจ ทายว่า จะมีเคราะห์ร้ายหรือเกิดทะเลาะวิวาทกับคนในบ้าน ถ้าฝันว่า เอ
203,ใต้ถุน,ฝันเห็นว่าตนเองมุดหรือคลานเข้าไปในใต้ถุนบ้านหรือเรือนแห่งหนึ่งในความมืด แล้วคลานออกพบกับแสงสว่าง ทาย
206,ถาด,ฝันเห็นถาดลอยน้ำหรือตนได้เอาถาดเงินไปบริจาคถวายหล่อพระพุทธรูป ทายว่าท่านจะได้รับความสุขและมีฐานะทางก
207,ถ้ำ,ฝันได้เข้าไปในถ้ำมืด พบทางตันหรือหาทางออกไม่ได้ ทายว่าจะประสบเคราะห์ หรือมีอิ้นให้ทะเลาะกับญาติมิตรห
208,ถนนหนทาง,ฝันเห็นถนนหนทางที่ไม่เคยได้พบเห็นมาก่อนเลยในชีวิต ทายว่าจะได้เดินทางไกล หรือได้ท่องเที่ยวต่างประเทศ
209,ถลกหนัง,ฝันเห็นคนฆ่าสัตว์ และทำการถลกหนังสัตว์ที่ตายแล้วออกมาเป็นหนัง ทายว่าจะได้รับข่าวร้ายจากญาติมิตรที่อย
210,ถ่อเรือ,"ฝันเห็นคนถ่อเรือ, พายเรือ หรือแจวเรือ หรือ ตนเองได้ถ่อไปกับเรือด้วย ทายว่าจะหมดเคราะห์ และจะได้รับกา"
54,คราส,ฝันเห็นสุริยคราส อากาศมืดครึ้ม แต่ไม่มีฝน ทายว่า เจ้าของฝันจะได้รับความสุข ที่เจ็บก็จะหาย ที่เป็นหนี
213,ถ่านไฟ,ฝันเห็นถ่านไฟลุกแดงในเตา หรือไฟไหม้เป็นควันดำหรือควันคุกรุ่น ทายว่า จะต้องย้ายที่อยู่หรือที่ทำงานในไ
214,ถ่ายรูป,ฝันว่าตนเองได้ถ่ายรูป ทายว่า สิ่งที่เป็นอยู่ของคนเราจะเปลี่ยนแปลงในทางตรงกันข้ามคือกำลังกังวลหรือกำล
220,ถอยหลัง,ฝันว่าตนเองเดินถอยหลัง หรือพาหนะนั้นไปถอยหลัง ทายว่า การงานที่คิดไว้จะไม่สมหวังหรือจะต้องมีการเสียเง
221,ถอด,ฝันว่าตนเองถอดเสื้อ ถอดรองเท้า หรือถอดเครื่องแต่งตัว ทายว่า ที่กำลังป่วยจะหาย ที่กำลังมีเคราะห์ก็จะห
216,ถีบจักร,ฝันว่าตนเองได้ถีบจักรเย็บผ้า หรือถีบจักรยานทายว่า ชายจะมีการเดินทางไกลหรือโยกย้ายที่อยู่ หญิงจะมีปาก
218,ไถนา,ฝันเห็นคนไถนา หรือเครื่องไถคราดกลางทุ่ง หรือตนเองขับรถไถทำงานอยู่ ทายว่าจะได้ลาภทางไกล หรือก้าวหน้าใ
219,ไข่แดง,ฝันเห็นไข่แดง หรือมีผู้นำไข่มาให้ตนเอง ทายว่า จะได้บุตรหญิง หรือได้ลาภจากเพศหญิง ชายโสดจะได้เนื้อคู่
222,ถางหญ้า,ฝันเห็นคนถางหญ้า หรือตนเองเป็นผู้ถางหญ้า จะหมดเคราะห์ และหนี้สินที่มีอยู่จะเบาบางลง หรือมีอันจะได้ลา
223,ถวายน้ำ,ฝันว่าตนเองได้ถวายน้ำถวายข้าวพระ หรือถวายน้ำปัจจัยแก่ภิกษุสงฆ์ และภิกษุรับประเคนไป ทำนายว่า จะได้รับ
224,ถูกฆ่า,ฝันว่าตนเองถูกฆ่าตาย ทำนายว่า จะมีโชคลาภทางการเงินดีขึ้น ที่มีเคราะห์หนี้สินจะหมดคลี่ไป
225,ต้นไผ่,ฝันเห็นต้นไผ่ขึ้นในครัวหรือในบ้าน หรือต้นไม้เล็กๆ โผล่ขึ้นในบ้าน ทำนายว่า จะมีผู้มาจากทางไกลนำข่าวดี
226,ถากไม้,ฝันเห็นคนถากไม้ หรือตนเองเป็นผู้ถาก ทำนายว่า ศัตรูที่คิดร้ายจะมีอันพ่ายแพ้ ถ้าเป็นคดีความจะชนะ หรือจ
65,เมียน,ฝันว่าตนเองถูกเมียนด้วยแส้ หรือหวาย ทายว่าจะหมดเคราะห์ ที่ป่วยเจ็บจะหาย ที่มีทุกข์ร้อนการเงินจะมีทาง
229,ทอง,ฝันว่าได้ใส่สายสร้อยทองคำ หรือได้จับต้อง ทายว่าการที่คิดไว้จะสมหวัง หรือถ้ามีบุตร บุตรคนนี้จะเป็นหญิ
238,ทัพพี,ฝันว่าเห็นทัพพีตักข้าว หรือเห็นทัพพี ทายว่าโชคลาภจะมาถึงในเร็ววัน หรืออาจมีอุปสรรคเกี่ยวกับการทำมาหา
241,ทิวเขา,ฝันเห็นทิวเขาเป็นแนวยาวเหยียดยืนข้างหน้า ทายว่า งานที่คิดไว้จะมีอุปสรรค หรือเลิกล้ม หรือมีการเปลี่ยน
230,ทราย,ฝันว่าได้ไปเดินเล่นบนหาดทราย หรือตักทรายเข้าบ้าน ทายว่า จะได้โชคลาภทางการเงิน หรือมีอำนาจวาสนาขึ้น
231,ตะกร้า,ฝันว่าได้เห็นตะกร้าภายในบ้าน หรือเห็นตะกร้า ทำนายว่าจะได้โชคลาภ และตำแหน่งการงานดีขึ้น
234,ทำขวัญ,ฝันว่ามีผู้ใหญ่จับมือทำขวัญให้แก่ตนเองทายว่า ที่ป่วยจะหาย ร่างกายจะสมบูรณ์พูนสุข และมีโชคลาภทางเสี่ย
235,ทรงกลด,ฝันเห็นพระอาทิตย์หรือพระจันทร์ทรงกลดเปล่งรัศมี ทายว่า สตรีมีครรภ์จะได้บุตรชายเป็นศรีสง่า หรือจะมีโชค
236,ทาสี,ฝันว่าทาสีบ้านตนเองด้วยสีสันต่างๆ หลายสีสันไป ทายว่า จะได้สมาชิกใหม่เพิ่มขึ้นในครอบครัวหรือในบ้าน จะ
237,ทะเลาะ,ฝันเห็นการทะเลาะวิวาท หรือฝันว่าทะเลาะเป็นปากเสียงกับเพื่อนบ้านในฝัน ทายว่า จะโยกย้ายหรือมีการเปลี่ย
240,ทางรถไฟ,ฝันเห็นรางรถไฟหายไป หรือฝันว่าเดินไปตามทางรถไฟ ซึ่งมีไม้หมอนขวางรองอยู่ ทายว่า จะมีการโยกย้ายหน้าที่
242,ทุ่งนา,ฝันเห็นทุ่งนาเรื่งว่าง หรือตนเองเดินไปกลางทุ่งนา ทายว่า จะป่วยเจ็บหรือมีเคราะห์เกิดขึ้นภายในครอบครัว
244,ทุเรียน,ฝันเห็นทุเรียน หรือได้กินเนื้อทุเรียน ทายว่าจนหมดเคราะห์ หรือหายจากโรคภัยไข้เจ็บ ถ้าเป็นคดีความจะชนะ
245,เทียนไข,ฝันเห็นเทียนไข หรือตนเองเป็นผู้จุดเทียนไขสว่างขึ้น ทายว่า จะได้โชคลาภลอยเล็ก ๆ น้อย ๆ เกิดขึ้น
67,ฆ่าสัตว์,ฝันว่าได้ฆ่าสัตว์ เช่น วัวควาย หรือสัตว์เลี้ยงภายในบ้าน ทายว่าจะได้รับความร้อนใจ เพราะเสียของรักหรือ
248,ท่าเรือ,ฝันว่าตนเองลงเรือจอดท่า หรือยืนอยู่ที่หน้าท่าเรือ ทายว่า การที่คิดไว้จะสมหวัง หรือจะมีโชคลาภในหน้าที
250,ทอผ้า,ฝันเห็นเครื่องทอผ้า หรือตนเองได้ทอผ้าด้วยมือของตนเอง ทายว่า จะได้รับโชคทางไกล หรือก้าวหน้าในหน้าที่ใ
254,ทอดสมอ,ฝันเห็นเรือทอดสมอ หรือทอดสมอของเรือลงในน้ำ ทายว่า การที่ลงมือทำหรือคิดไว้จะมีอันล้มเหลว หรือเรื่องที
256,เท้า,ฝันว่าเท้าตนเองขาด เป็นความฝันไม่สู้ดีนัก หรือฝันว่าเอามีดฟันเท้าตนเอง หรือฝันว่าถูกตัดเท้า ทายว่าจะ
257,ทอดผ้าป่า,ฝันว่าได้ไปในงานหรือได้เห็นงานทอดผ้าป่าทอดกฐิน หรือการถวายผ้าแก่พระสงฆ์ ทายว่า ผู้ฝันจะได้รับโชคลาภเ
232,เทวดา,ฝันว่าได้เฝ้าเทวดา หรือเข้าไปนั่งฟังเทวดาในสภาธรรม ทายว่า จะหมดเคราะห์ ที่ป่วยจะหาย และจะได้รับโชคลา
243,ทดน้ำ,ฝันว่าได้ทดน้ำ หรือวิดน้ำในคูใหญ่เอามาใส่ในคูเล็กเป็นที่เก็บกักน้ำของตนเอง (ทดน้ำหมายความว่าทำน้ำไปเ
249,ท้องเดิน,ฝันว่าตนเองท้องเดิน เป็นความฝันดี ทายว่า ผู้นั้นจะประสบโชคลาภในหน้าที่การงาน หรือกิจการค้าขาย
252,ทาเล็บ,ฝันว่าทำเล็บทาเล็บของตนเอง (มักจะเป็นฝันของสตรีเสมอ) ทายว่า ผู้ฝันจะได้รับข่าวดี ถ้าเป็นหญิงโสดจะมีผ
253,แท่น,ฝันว่าขึ้นไปนั่งบนแท่นหิน หรือแท่นอาสนะที่นั่งสูง สง่างาม ทายว่า ผู้ฝันจะได้ลาภยศเพิ่มขึ้น จะมีความส
255,โทษ,ฝันว่าต้องโทษหรือต้องถูกกุมขังคุมขัง ฝันชนิดนี้ส่วนมากมักจะเป็นฝันดี คำทำนายเช่นเดียวกับฝันว่า'ถูกจั
263,อัมรงค์,ฝันเห็นอัมรงค์หรือวงแหวน หรือฝันว่าได้สวมนิ้ว หรือมีผู้อยู่ยื่นส่งมาให้ ทายว่าหญิงมีครรภ์จะได้บุตรี 
70,งูรัด,ฝันว่างูรัด หรือเลื้อยย่างพันร่างกาย ทายว่า ถ้าเป็นคนโสดจะได้พบเนื้อคู่ในกะทันหัน ให้สังเกตความฝันว่
264,นก,หญิงชายใดฝันว่าได้จับนก หรือได้นกทั้งกรงเข้ามาไว้ในเรือน ทายว่า จะได้ลาภสัตว์สี่เท้าสองเท้า หรือจะได
270,นกเถ้าแมวหรือแมวทุย,ฝันถึงนกเถ้าแมวหรือแมวทุย ทายว่า จะได้รับข่าวร้าย หรือสิ่งที่ไม่ดีกับครอบครัวจะแตก ถ้าฝันในระหว่างเด
267,นกแก้ว,ฝันเห็นนกแก้ว ทายว่า ความลับของตนเองจะถูกเปิดเผย หรือถูกนินทากล่าวร้าย
260,ธง,ฝันเห็นธงโบกไสวอยู่บนยอดเสาสูง ทายว่า จะได้เลื่อนยศเลื่อนตำแหน่งหน้าที่การงานดีขึ้น หรือคิดอะไรจะได้
261,ธนบัตร,ฝันเห็นธนบัตรลอยอยู่ในบ้าน หรือมีผู้ยื่นมาให้ในฝัน ทายว่า ท่านจะสูญเสียของรัก หรือมีหนี้สินผูกพันมาก
262,ธูปเทียน,ฝันเห็นธูปเทียนจุดบูชาพระ หรือได้กลิ่นควันธูป ในฝันได้จุดธูปบูชา ทายว่า จะหมดเคราะห์ ที่ป่วยจะหาย หร
268,นกกระจาบ,ฝันถึงนกกระจาบ หรือนกเล็ก ๆ ทายว่าจะเป็นลางดี จะได้รับโชคลาภเล็ก ๆ น้อย ๆ ติดต่อกันไปเรื่อย ๆ
269,นกยูง,ฝันเห็นนกยูง สตรีผู้ฝันจะได้พบเนื้อคู่สูงศักดิ์ดี ถ้าเป็นชายฝัน จะได้บริวารและคนใช้ที่จงรักภักดี มีค
271,นม,ฝันเห็นเด็กทารกกำลังดูดนม หรือฝันว่าเด็กอื่นมาดูดนมเราทายว่า จะได้อริใจ มีการเจ็บไข้ได้ป่วยหรือเสียเ
272,นาค,หญิงชายใดฝันว่านาคหรือมังกรหรือมีงูใหญ่เข้ามารักษา ทายว่า ที่เจ็บจะหายคลายทุกข์ มีลาภมาสู่ผู้ใหญ่
273,เนื้อหนัง,หญิงชายใดฝันว่าตนเองถูกเชือดเนื้อหนัง ทำนายว่า จะพ้นเคราะห์ ที่เจ็บจะหายคลายทุกข์ มีลาภมาสู่ผู้ใหญ่
277,น้ำฝน,หญิงชายใดฝันว่าได้ลงเล่นอาบน้ำฝน เป็นที่เย็นชุ่มชื่นใจ ทายว่า ที่ป่วยจะหาย ที่ทุกข์จะคลาย โชคลาภจะตา
72,เงินทอง,ฝันว่าได้เงินได้ทอง หรือฝันว่าได้จับเงินทอง ทายว่า ผู้ฝันหรือคนในฝันจะได้เงิน แต่ในพจนานุกรมไทยตีควา
283,นาฬิกา,ฝันว่าได้ลวงใส่นาฬิกา หรือจับต้องนาฬิกาข้อมือ ทายว่า จะได้พบเนื้อคู่ หรือมีโชคลาภทางการเสี่ยง
290,นุ่น,หญิงชายใดฝันว่าได้เห็นนุ่นหรือสำลี หรือฝันว่านุ่นกระจายเต็มบ้าน ทายว่า จะได้รับข่าวดีทางการค้าที่รอค
276,นอน,ฝันว่านอนอยู่ในที่อันสงบหรือสวย ทายว่า จะได้พบเนื้อคู่ หรือจะมีโชคลาภทางหน้าที่การงาน
278,น้ำท่วม,หญิงชายใดฝันว่าน้ำท่วมเรือน หรือน้ำท่วมถนนหนทาง ทายว่า จะต้องเดินทางไกลหรือโยกย้ายที่อยู่ แต่จะไปในท
280,นองเลือด,ฝันว่าได้เห็นการฆ่ากันนองเลือด หรือเลือดสัตว์ที่ถูกฆ่านองพื้นถนน ทายว่าจะได้ลาภลอย หรือมีโชคทางการเส
281,นางเวท,หญิงชายใดฝันว่าเห็นนางเวท หรือเทวดาเข้าสิง หรือนางชี ทายว่า จะหมดเคราะห์ ที่เจ็บป่วยจะหาย
282,นัยน์ตา,หญิงชายใดฝันว่านัยน์ตาของตนเองบอดมืดมิด หรือเห็นคนตายบอดในฝัน ทายว่า การที่คิดไว้จะไม่สมหวังหรือล้มเ
284,นางพยาบาล,ฝันเห็นนางพยาบาลอยู่ใกล้ชิด ได้พูดคุยด้วย ทายว่า จะได้อยู่ในที่สงบเงียบ หรือมีเหตุในทางเดินทาง
285,น้ำหอม,หญิงชายใดฝันว่าได้ใส่น้ำหอมหรือน้ำอบไทยพรมร่างกาย ทายว่า จะหมดเคราะห์ หรือหายจากเจ็บไข้ได้ป่วย
287,น้ำเต้า,ฝันว่าได้กินผักน้ำเต้า หรือจับต้องลูกน้ำเต้าลูกฟัก หรือลูกแตง ทายว่า หญิงมีครรภ์จะได้บุตรชายหน้ารัก 
288,น้ำเหลือง,หญิงชายใดฝันว่า เห็นศพคนตาย หรือตกไปในบ่อน้ำเหลือง หรือเห็นศพคนตายมีน้ำเหลืองอุจาด ทายว่า จะได้รับโช
289,นิ้ว,หญิงชายใดฝันว่าได้ตัดนิ้วมือหรือนิ้วเท้าตนเองออก ทายว่า จะได้รับเคราะห์ หรือสูญเสียญาติผู้น้อยภายในบ
91,จูบ,ฝันว่าได้กอดจูบเด็กเล็ก ทายว่า จะได้ลาภหรือสิ่งของเป็นของกำนัล ถ้าได้จูบคนสูงอายุกว่า ทายว่า จะได้ลา
293,น้ำตา,ฝันเห็นน้ำตา หรือฝันว่าน้ำตาตนเองไหลเพราะร้องไห้ ทายว่า ของที่หายจะได้รับคืนมาในเร็ววัน หรือมิฉะนั้น
294,นาก,ฝันเห็นนากสัตว์สี่เท้าที่เที่ยวหาปลากินในน้ำ หรือแนวน้ำ (ตำราต่างประเทศ) ทายว่า จะได้รับข่าวจากญาติท
295,บ่อน้ำ,หญิงชายใดฝันว่าตกลงไปในบ่อน้ำลึก ทายว่าจะได้รับเคราะห์ร้าย หรือกิจการงานที่ทำไว้จะล้มเหลว
296,บริโภค,ฝันว่าได้บริโภคอาหาร หรือของกินเข้าไปอิ่มเต็มที่ ทายว่า จะได้รับทุกข์และเจ็บไข้ได้ป่วย หรือเสียเงินท
298,บวช,ฝันว่าได้บวช หรือได้ห่มผ้าเหลือง ทายว่าจะหมดเคราะห์ หรือญาติผู้ใหญ่ที่ป่วยจะหาย
300,บันได,หญิงชายใดฝันว่าได้ก้าวขึ้นบันไดสูง ทายว่าการที่คิดไว้จะสมหวัง ถ้าฝันว่าตกจากบันได จะได้รับความเดือดร
301,แบกหาม,หญิงชายใดฝันว่าได้แบกหามของหนัก และเดินทางไปตามถนนที่เปลี่ยวและอันตราย ทายว่าจะหมดเคราะห์หมดทุกข์ แล
302,บัว,หญิงชายใดฝันเห็นดอกบัว และได้ถือดอกบัวในมือ ทายว่า จะได้ลาภหรือได้ทรัพย์เข้ามาไว้ใช้ในบ้าน
303,บัวขาว,ฝันเห็นดอกบัวขาวกลางสระ หรือได้เด็ดดอกบัวขาว หญิงมีครรภ์จะได้บุตรชายน่ารัก หรือมิฉะนั้นจะได้ลาภยศ หร
304,บานไม่รู้โรย,หญิงชายใดฝันว่าได้เด็ดดอกบานไม่รู้โรย หรือมีผู้นำมาให้ในฝัน ทายว่า อายุจะยืน หรือญาติผู้ใหญ่ในบ้านที
305,บิน,หญิงชายใดฝันว่า ได้บินไปมานอกจากแสงแดด ทายว่า จะได้รับเคราะห์จากคนใกล้ชิด หรือจะมีโรคภัยไข้เจ็บ
306,เบาะ,หญิงชายใดฝันว่า เก็บเบาะหรือที่นอนเด็กเล็กใส่รถ หรือฝันเห็นเบาะมีการกลอยมากลางน้ำ ทายว่าจะได้รับเครา
307,บุตร,หญิงชายใดฝันว่า มีคนเอาเด็กมาทิ้งไว้ในบ้าน หรือคลอดบุตร ทายว่า จะต้องเสียของรักหรือเงินทอง
443,ไก่เท้า,ฝันเห็นไก่เท้า ทายว่า จะได้พบบุญหรือได้รับข่าวงานและการเงินชนิดหนึ่งให้ดีเลื่องมือน
308,เบ็ด,หญิงชายใดฝันเห็นเบ็ดตกปลา หรือฝันว่าจับปลาเบ็ดแต่ไม่ได้ตก ทายว่า ลาภจะมาหา หรืออุบัติภัยอุบัติเหตุจะ
314,ปลา,หญิงชายใดฝันว่าได้จับปลา ทำนายว่า จะได้ลาภ หรือได้ข่าวดี หน้าที่การงานจะดีขึ้น
312,บ้องไฟ,ฝันเห็นบั้งไฟ หรือดอกไฟที่จุดในงานต่าง ๆ ทายว่า จะเป็นฝันดีแตกต่างจากฝันว่าไฟไหม้ และในฝันว่าบั้งไฟ 
106,จากบ้าน,ฝันว่าออกจากบ้านไปโดยไม่มีจุดหมาย ทายว่า จะประสบความล้มเหลวในงานที่ทำอยู่
309,โบสถ์,หญิงชายใดฝันว่า เดินเข้าในโบสถ์ หรือเห็นพระในโบสถ์ ทายว่า จะหมดเคราะห์ หมดทุกข์ ที่ป่วยจะหาย มีโชคดี
317,บาน,หญิงชายใดฝันว่าได้เห็นดอกบาน ทายว่า อายุจะยืน ที่ป่วยเจ็บจะหาย
247,ที่มีศพ,ฝันเห็นที่มีศพหรือยวงศพ หรือตนเองเดินเข้าไปในสุสานที่มีศพ ทายว่า จะได้รับโชคลาภทางใดทาง หรืออาจมีผลด
313,ปลิง,หญิงชายใดฝันปลิงกัดร่างกาย หรือฝันให้ตื่นตกใจ ทายว่า จะได้พบแต่คนดี มีความสุขในครอบครัว
